Kode Wilayah,nama kota,Nama BPS,Alamat,Nomor Telepon/Faksimili,Alamat Email,tautan
7201,Kabupaten Banggai Kepulauan,BPS Kabupaten Banggai Kepulauan,"Kompleks Perkantoran Jl. Bukit Trikora, Kel. Salakan Kec. Tinangkung",Telp (0462) 2222163,bps7201@bps.go.id,https://bangkepkab.bps.go.id
7201,Kabupaten Banggai,BPS Kabupaten Banggai Kepulauan,"Kompleks Perkantoran Jl. Bukit Trikora, Kel. Salakan Kec. Tinangkung",Telp (0462) 2222163,bps7201@bps.go.id,https://banggaikab.bps.go.id
7203,Kabupaten Morowali,BPS Kabupaten Morowali,"Komplek Perkantoran Bumi Fonuasingko, Morowali",Telp (0811) 4509052,bps7203@bps.go.id,https://morowalikab.bps.go.id
7204,Kabupaten Poso,BPS Kabupaten Poso,"Jl. P. Kalimantan No. 52, Kel. Gebangrejo, Kec. Poso Kota.",Telp (0452) 21695 Faks. (0452) 22929,bps7204@bps.go.id,https://posokab.bps.go.id
7205,Kabupaten Donggala,BPS Kabupaten Donggala,"Jl. Jati, Kel. Gunung Bale, Kec. Banawa 94221",Telp/Fax. (0457) 72242,bps7205@bps.go.id,https://donggalakab.bps.go.id
7206,Kabupaten Toli-Toli,BPS Kabupaten Tolitoli,"Jl. Magamu No. 111, Kel. Tuweley, Tolitoli 94515",Telp (0453) 21351,bps7206@bps.go.id,https://tolitolikab.bps.go.id
7207,Kabupaten Buol,BPS Kabupaten Buol,"Jl. Dr. Wahidin Sudirohusodo No. 15, Buol 94563",Telp/Fax. (0445) 211396,bps7207@bps.go.id,https://buolkab.bps.go.id
7208,Kabupaten Parigi Moutong,BPS Kabupaten Parigi Moutong,Jl. Pakabata Komplek Perkantoran Bambalemo Parigi 94371,Telp (0450) 2700245 Fax. (0450) 21897,bps7208@bps.go.id,https://parigimoutongkab.bps.go.id
7209,Kabupaten Tojo Una-Una,BPS Kabupaten Tojo Una-Una,"Jl. Lala Rato No. 1 Desa Uemalingku, Ampana Kota, Ampana 94683",Telp (0464) 22251 Fax. (0464) 22252,bps7209@bps.go.id,https://tojounakab.bps.go.id
7210,Kabupaten Sigi,BPS kabupaten Sigi,Jalan Trans Palu-Palolo Kecematan Sigi Biromaru Desa Bora,,bps7210@bps.go.id,https://sigikab.bps.go.id
,Kabupaten Banggai Laut,,,,,https://banggailautkab.bps.go.id
7203,Kabupaten Morowali Utara,BPS Morowali Utara,"Kompleks Perkantooran Fonuasingko, Morowali 94973",Telp (0409) 2220096,bps7203@bps.go.id,https://morowaliutarakab.bps.go.id
7271,Kota Palu,BPS Kota Palu,Jl. Baruga No. 19 Palu – Selawesi Tngah 94234,Telp (0451) 422066 Fax (0451) 421266,bps7271@bps.go.id,https://palukota.bps.go.id
7301,Kabupaten Kepulauan Selayar,BPS Kab.Selayar,"Jl. RE Martadinata No. 5, Benteng Selayar 92812",Telp (0414) 21037,bps7301@bps.go.id,https://selayarkab.bps.go.id
7302,Kabupaten Bulukumba,BPS Kab. Bulukumba,Jl. Jendral Ahmad Yani No. 18 Bulukumba 92512,Telp (0413) 81090 Faks. (0413) 85001,bps7302@bps.go.id,https://bulukumbakab.bps.go.id
7303,Kabupaten Bantaeng,BPS Kabupaten Bantaeng,"Jl. Merpati No. 19, Bantaeng 92411",Telp (0413) 21072,bps7303@bps.go.id,https://bantaengkab.bps.go.id
7304,Kabupaten Jeneponto,BPS Kabupaten Jeneponto,Jl. Pelita No. 58 Bontosunggu 92311,Telp/Faks. (0419) 22256,bps7304@bps.go.id,https://jenepontokab.bps.go.id
7305,Kabupaten Takalar,BPS Kabupaten Takalar,Jl. Syech Yusuf No. 5 Takalar,Telp (0418) 21435 Faks. (0418) 21011,bps7305@bps.go.id,https://takalarkab.bps.go.id
7306,Kabupaten Gowa,BPS Kabupaten Gowa,Jl. Mesjid Raya No. 36 Sungguminasa 92111,Telp/Fax (0411) 883395,bps7306@bps.go.id,https://gowakab.bps.go.id
7307,Kabupaten Sinjai,BPS Kabupaten Sinjai,Jl. Persatuan Raya No. 123 Sinjai 92611,Telp (0482) 21048,bps7307@bps.go.id,https://sinjaikab.bps.go.id
7308,Kabupaten Maros,BPS Kabupaten Maros,"Jl. Jendral Sudirman Kab. Maros, Selawesi Selatan",Telp/Faks. (0411) 38735505,bps7308@bps.go.id,https://maroskab.bps.go.id
7309,Kabupaten Pangkajene Dan Kepulauan,BPS Kabupaten Pangkajene dan Kepulauan,Jl. Sultan Hasanuddin No.36 Pangkajene 90611,Telp (0410) 21074,bps7309@bps.go.id,https://pangkepkab.bps.go.id
7310,Kabupaten Barru,BPS Kabupaten Barru,Jl. Sultan Hasanuddin No.93 Barru 90711,"Telp (0427) 21020, 21297 Faks (0427) 21020",bps7310@bps.go.id,https://barrukab.bps.go.id
7311,Kabupaten Bone,BPS Kabupaten Bone,Jl. Dr. Wahidin Sudirohusodo No. 4 Watampone 92732,Telp (0481) 21054 Fax. (0481) 25220,bps7311@bps.go.id,https://bonekab.bps.go.id
7312,Kabupaten Soppeng,BPS Kabupaten Soppeng,Jl. Salotungo Watansoppeng No. 127 90812,Telp (0484) 21060 Faks. (0484) 23377,bps7312@bps.go.id,https://soppengkab.bps.go.id
7313,Kabupaten Wajo,BPS Kabupaten Wajo,"Jl. Veteran No. 2, Sengkang 90913",Telp/Fax. (0485) 21071,bps7313@bps.go.id,https://wajokab.bps.go.id
7314,Kabupaten Sidenreng Rappang,BPS Kabupaten Sidenreng Rappang,Jl. Jend. Sudirman No. 125 Pangkajene 91611,"Telp (0421) 384115, 3842508, 3810291",bps7314@bps.go.id,https://sidrapkab.bps.go.id
7315,Kabupaten Pinrang,BPS Kabupaten Pinrang,Jl. Andi Isa No. 18 Pinrang 91211,Telp (0421) 921021 Fax. (0421) 3912253,bps7315@bps.go.id,https://pinrangkab.bps.go.id
7316,Kabupaten Enrekang,BPS Kabupaten Enrekang,"Jl. Sultan Hasanuddin Poros Enrekang-Toraja Km. 2, Kel. Puserren Kec. Enrekang, Kab. Enrekang 91713",,bps7316@bps.go.id,https://enrekangkab.bps.go.id
7317,Kabupaten Luwu,BPS Kabupaten Luwu,Jl. Jenderal Sudirman Komp. Perkantoran Pemkab Luwu 91994,Telp (0471) 3316056,bps7317@bps.go.id,https://luwukab.bps.go.id
7318,Kabupaten Tana Toraja,BPS Kabupaten Tana Toraja,"Jl. Tongkongan Ada, Makale, Tana Toraja",Telp (0423) 24150 Faks. (0423) 24150,bps7318@bps.go.id,https://tatorkab.bps.go.id
7322,Kabupaten Luwu Utara,BPS Kabupaten Luwu Utara,Jl.Simpurusiang (Komp. Perkantoran PEMDA Masamba),Telp (0473) 21034,bps7322@bps.go.id,https://luwuutarakab.bps.go.id
7325,Kabupaten Luwu Timur,BPS Kabupaten Luwu Timur,"JI. Soekarno Hatta (Kompleks Perkantoran Pemda Luwu Timur), Puncak Indah Malili",Telp (0474) 3220038,bps7325@bps.go.id,https://luwutimurkab.bps.go.id
7326,Kabupaten Toraja Utara,BPS Kabupaten Toraja Utara,Jl. Ahmad Yani No. 64 Rantepao 91852,Telp/Faks. (0423) 21262,bps7326@bps.go.id,https://torutkab.bps.go.id
7371,Kota Makassar,BPS Kota Makassar,"Jl. Prof. Abdurah,am Basalamah I 90231 Indonesia",Telp/Fax. (0411) 442698,bps7371@bps.go.id,https://makassarkota.bps.go.id
7372,Kota Parepare,BPS Kota Pare-pare,Jl. Jend. Sudirman No. 66 Parepare 91122,Telp (0421) 22766 Fax (0411) 434781,bps7372@bps.go.id,https://pareparekota.bps.go.id
7373,Kota Palopo,BPS Kota Palopo,"Jl. Patang II No. 24, Palopo 91923",Telp/Fax. (0471) 21129,bps7373@bps.go.id,https://palopokota.bps.go.id
7401,Kabupaten Buton,BPS Kabupaten Buton,"Jl. Protokol Saragih, Kel Saragi, Pasar Wajo",,bps7401@bps.go.id,https://butonkab.bps.go.id
7402,Kabupaten Muna,BPS Kabupaten Muna,Jl. Jati No. 24 Raha 93612,Telp/Fax. (0403) 2521310,bps7402@bps.go.id,https://munakab.bps.go.id
7403,Kabupaten Konawe,BPS Kabupaten Konawe,"Jl. Kompleks Perkantoran Pemda Kabupaten Konawe, Jl. Inolobunggadue II, Kel. Puunaaha, Unaaha 93411",Telp/Fax (0408) 2421019,bps7403@bps.go.id,https://konawekab.bps.go.id
7404,Kabupaten Kolaka,BPS Kabupaten Kolaka,"Jl. Pahlawan No. 75 Kel. Lamokato, Kolaka 93516",Telp/Fax. (0405) 2321031,bps7404@bps.go.id,https://kolakakab.bps.go.id
7405,Kabupaten Konawe Selatan,BPS Kabupaten Konawe Selatan,"Komplek Perkantoran Pemda Kabupaten Konawe Selatan, Jl. Poros 60 Andolo 93811",,bps7405@bps.go.id,https://konselkab.bps.go.id
7406,Kabupaten Bombana,BPS Kabupaten Bombana,Jl. Tampobatu Kel. Lameroro Kec. Rumbia 93771,,bps7406@bps.go.id,https://bombanakab.bps.go.id
7407,Kabupaten Wakatobi,BPS Kabupaten Wakatobi,"Jl. Utudae Samad No. 25, Kelurahan Mandari III, Kec. Wangi-Wangi Selatan, Kab. Wakatobi, Sulawesi Tenggara",Telp/Fax. (0404) 2222003,bps7407@bps.go.id,https://wakatobikab.bps.go.id
7408,Kabupaten Kolaka Utara,BPS Kabupaten Kolaka Utara,"Jl. Protokol Poros Kantor DPRD, Kel. Lasusua, Lasusua 93553",,bps7408@bps.go.id,https://kolutkab.bps.go.id
7409,Kabupaten Buton Utara,BPS Kabupaten Buton Utara,"Jl. Kompleks Perkantoran Bumi, Kabupaten Buton Utara",,bps7409@bps.go.id,https://buturkab.bps.go.id
7410,Kabupaten Konawe Utara,BPS Kabupaten Konawe Utara,"Jl. Trans Sulawesi Kel. Wanggudu, Asera 93353",,bps7410@bps.go.id,https://konutkab.bps.go.id
7411,Kabupaten Kolaka Timur,BPS Kabupaten Kolaka Timur,Jl. Pahlawan No. 75,,bps7404@bps.go.id,https://koltimkab.bps.go.id
7403,Kabupaten Konawe Kepulauan,BPS Kabupaten Konawe,"Jl. Kompleks Perkantoran Pemda Kabupaten Konawe, Jl. Inolobunggadue II, Kel. Puunaaha, Unaaha 93411",Telp/Fax (0408) 2421019,bps7403@bps.go.id,https://konkepkab.bps.go.id
,Kabupaten Muna Barat,,,,,https://munbarkab.bps.go.id
7414,Kabupaten Buton Tengah,BPS Kabupaten Buton Tengah,Jl. Protokol Kel. Saragi Kec. Pasarwajo Kab. Buton,,bps7401@bps.go.id,https://butengkab.bps.go.id
7415,Kabupaten Buton Selatan,BPS Kabupaten Buton Selatan,Jl. Protokol Kel. Saragi Kec. Pasarwajo Kab. Buton,,bps7401@bps.go.id,https://buselkab.bps.go.id
7471,Kota Kendari,BPS Kota Kendari,Jl. Balai Kota II No. 97 Kendari 93117,Telp/Fax. (0401) 3121776,bps7471@bps.go.id,https://kendarikota.bps.go.id
7472,Kota Baubau,BPS Kota Bau-Bau,Jl. Murhum No. 52 Bau-Bau 93726,Telp/Fax. (0402) 2821277,bps7472@bps.go.id,https://baubaukota.bps.go.id
7501,Kabupaten Boalemo,BPS Kabupaten Boalemo,"Jl. Trans Sulawesi Desa Lamu, Kecamatan Tilamuta Kabupaten Boalemo",Telp (0435) 881435,bps7501@bps.go.id,https://boalemokab.bps.go.id
7502,Kabupaten Gorontalo,BPS Kabupaten Gorontalo,"Jl. Samaun Pulubuhu, Kelurahan Tenilo, Kecamatan Limboto, Kabupaten Gorontalo",Telp (0435) 881435,bps7502@bps.go.id,https://gorontalokab.bps.go.id
7503,Kabupaten Pohuwato,BPS Kabupaten Pohuwato,"Jl. P. Diponegoro, Kompleks Blok Plan Perkantoran Marisa, Kab. Pohuwato Gorontalo 96266",Telp (0443) 210527,bps7503@bps.go.id,https://pohuwatokab.bps.go.id
7504,Kabupaten Bone Bolango,BPS Kabupaten Bone Bolango,Jalan Prof. DR. Ing BJ Habibie Desa Moutong Kec. Tilongkabila,Telp (0435) 8591599,bps7504@bps.go.id,https://bonebolangokab.bps.go.id
7505,Kabupaten Gorontalo Utara,BPS Kabupaten Gorontalo Utara,"Jl. Kusnodanupojo, Desa Mootinelo, Kecamatan Kwandang",Telp (0435) 834596 Fax. (0435) 834597,bps7505@bps.go.id,https://gorontaloutarakab.bps.go.id
7571,Kota Gorontalo,BPS Kota Gorontalo,"Jalan Dewi Sartika No. 21, Kota Tengah, Kota Gorontalo",Telp (0435) 821956,bps7571@bps.go.id,https://gorontalokota.bps.go.id
7601,Kabupaten Majene,BPS Kabupaten Majene,"JL. JEND AHMAD YANI, KEL RANGAS, KEC BANGGAE",,bps7601@bps.go.id,https://majenekab.bps.go.id
7602,Kabupaten Polewali Mandar,BPS Kabupaten Polewali Mandar,"JL. TRITURA, POLEWALI MANDAR 91315",Telp. (0428) 21406 Fax. (0428) 21406,bps7602@bps.go.id,https://polewalimandarkab.bps.go.id
7603,Kabupaten Mamasa,BPS Kabupaten Mamasa,"JL. POROS BANGGO - BUNTU KASISI, OSANGO",Telp. (0428) 2841045 Fax. (0428) 2841045,bps7603@bps.go.id,https://mamasakab.bps.go.id
7604,Kabupaten Mamuju,BPS Kabupaten Mamuju,"JL. TRANS SULAWESI, KEL MAMUNYU, MAMUJU 91511",,bps7604@bps.go.id,https://mamujukab.bps.go.id
7605,Kabupaten Pasangkayu,BPS Kabupaten Mamuju Utara,"JL IR SOEKARNO, PASANGKAYU 91571",,bps7605@bps.go.id,https://pasangkayukab.bps.go.id
,Kabupaten Mamuju Tengah,,,,,https://mamujutengahkab.bps.go.id
8101,Kabupaten Maluku Tenggara Barat,BPS Kabupaten Maluku Tenggara Barat,Jl. Ir. Soekarno – Saumlaki,Telp/Fax. (0918) 21495,bps8101@bps.go.id,https://mtbkab.bps.go.id
8102,Kabupaten Maluku Tenggara,BPS Kabupaten Maluku Tenggara,Jl. Soekarno hatta Ohoijang - Langgur 97611,Telp/Fax. (0916) 21348,bps8102@bps.go.id,https://malukutenggarakab.bps.go.id
8103,Kabupaten Maluku Tengah,BPS Kabupaten Maluku Tengah,"Jl. R.A. Kartini No. 15, Kel. Namaelo, Kec. Kota Masohi 97512",Telp/Fax. (0914) 21561,bps8103@bps.go.id,https://malukutengahkab.bps.go.id
8104,Kabupaten Buru,BPS Kabupaten Buru,"Jl. Sultan Baabullah No. 1 – Namlea 97571, Kabupaten Buru",Telp/Fax. (0913) 21778,bps8104@bps.go.id,https://burukab.bps.go.id
8105,Kabupaten Kepulauan Aru,BPS Kabupaten Kepulauan Aru,Jl. Pemda I – Dobo,Telp/Fax. (0917) 21696,bps8105@bps.go.id,https://keparukab.bps.go.id
8106,Kabupaten Seram Bagian Barat,BPS Kabupaten Seram Bagian Barat,Jl. Neniari – Seram Barat,Telp/Fax. (0911) 362389,bps8106@bps.go.id,https://sbbkab.bps.go.id
8107,Kabupaten Seram Bagian Timur,BPS Kab. Seram Bagian Timur,"Jl. Air Kabur-Kabur Bula, Seram Bagian Timur",Telp/Fax. (0915) 21116,bps8107@bps.go.id,https://sbtkab.bps.go.id
8108,Kabupaten Maluku Barat Daya,BPS Kabupaten Maluku Barat Daya,"Jl. Marrouw No. 50 Abusur – Wonreli, Kel. Tiakur, Kec. Moa, Kabupaten Maluku Barat Daya",,bps8108@bps.go.id,https://malukubaratdayakab.bps.go.id
8109,Kabupaten Buru Selatan,BPS Kabupaten Buru Selatan,"Jl. Rehen Sap. Raja Fogi, Kamlanglale, Namrole, Buru Selatan",,bps8109@bps.go.id,https://burselkab.bps.go.id
8171,Kota Ambon,BPS Kota Ambon,"Jl. Haruhun, Karang Panjang Komp. Puleh, Kel. Waihakota, Kec. Sirimau, Ambon 97121",Telp (0911) 312421 Fax. (0911) 352774,bps8171@bps.go.id,https://ambonkota.bps.go.id
,Kota Tual,,,,,https://tualkota.bps.go.id
8201,Kabupaten Halmahera Barat,BPS Kabupaten Halmahera Barat,"Jl. Mohammad Hatta, Desa Hatebicara, Jailolo Maluku Utara 97752",Telp (0922) 2221572 Fax. (0922) 2221429,bps8201@bps.go.id,https://halbarkab.bps.go.id
8202,Kabupaten Halmahera Tengah,BPS Kabupaten Halmahera Tengah,"Jl. Weda-Payahe, Halmahera Tengah, Maluku Utara",,bps8202@bps.go.id,https://haltengkab.bps.go.id
8203,Kabupaten Kepulauan Sula,BPS Kabupaten Kepulauan Sula,"Jl. Yos Sudarso Km 10, Desa Pohea, Kec. Sanana Utara, Kepulauan Sula – Maluku Utara, 97795",,bps8203@bps.go.id,https://kepsulkab.bps.go.id
8204,Kabupaten Halmahera Selatan,BPS Kabupaten Halmahera Selatan,"Jl. Karet Putih, Labuha 97791",,bps8204@bps.go.id,https://halmaheraselatankab.bps.go.id
8205,Kabupaten Halmahera Utara,BPS Kabupaten Halmahera Utara,"Jl. Kawasan Perkantoran Pemda Halut, MKCM, Tobelo, Halmahera Utara",Telp/Fax. (0924) 22439,bps8205@bps.go.id,https://halutkab.bps.go.id
8206,Kabupaten Halmahera Timur,BPS Kabupaten Halmahera Timur,"Jl. Trans Halmahera Soagimalaha, Kota Maba",,bps8206@bps.go.id,https://haltimkab.bps.go.id
,Kabupaten Pulau Morotai,,,,,https://morotaikab.bps.go.id
,Kabupaten Pulau Taliabu,,,,,https://taliabukab.bps.go.id
8271,Kota Ternate,BPS Kota Ternate,"Gg. Arrahma RT 004/RW 03, Lingk. Falajawa II, Kel. Bastiong Karance, Kec Ternate Selatan – Kota Ternate",Telp (0921) 3121650,bps8271@bps.go.id,https://ternatekota.bps.go.id
8272,Kota Tidore Kepulauan,BPS Kota Tidore Kepulauan,"Jl. Sultan Syaifuddin, Kel. Gamtufkange Soasio, Tidore",Telp (0921) 3161030 Fax. (0921) 3161629,bps8272@bps.go.id,https://tikepkota.bps.go.id
9101,Kabupaten Fakfak,BPS Kabupaten Fakfak,Jl. DPRD No.1 Fak-Fak,Telp (0956) 25110 Fax. (0956) 25110,bps9101@bps.go.id,https://fakfakkab.bps.go.id
9102,Kabupaten Kaimana,BPS Kabupaten Kaimana,Jl. Casuarina No. 11 Kaimana – Papua Barat,Telp (0957) 21662,bps9102@bps.go.id,https://kaimanakab.bps.go.id
9104,Kabupaten Teluk Wondama,BPS Kabupaten Teluk Wondama,"Kompleks Perkantoran Pemda Teluk Wondama, Jl. Rasiey- Wasior 98362",,bps9104@bps.go.id,https://telukwondamakab.bps.go.id
9103,Kabupaten Teluk Bintuni,BPS Kabupaten Teluk Bintuni,Jl. Bintuni Raya KM. 04 Wesiri Teluk Bintuni,,bps9103@bps.go.id,https://telukbintunikab.bps.go.id
9105,Kabupaten Manokwari,BPS Kabupaten Manokwari,"Jl. Percetakan Negara, Kabupaten Manokwari, Provinsi Papua Barat",Telp (0986) 214960 Fax. (0986) 211143,bps9105@bps.go.id,https://manokwarikab.bps.go.id
9106,Kabupaten Sorong Selatan,BPS Kabupaten Sorong Selatan,"Kompleks Pemda Kabupaten Sorong Selatan, Jalan Teminabuan-Ayamaru, Teminabuan – Sorong Selatan",,bps9106@bps.go.id,https://sorongselatankab.bps.go.id
9107,Kabupaten Sorong,BPS Kabupaten Sorong,"Jl. Basuki Rahmat Km.13,5 Klasaman Sorong",Telp (0951) 321072 Fax. (0951) 335485,bps9107@bps.go.id,https://sorongkab.bps.go.id
9108,Kabupaten Raja Ampat,BPS Kabupaten Raja Ampat,"Jl. Jend. Ahmad Yani, Kota Waisai, Raja Ampat – Papua Barat",,bps9108@bps.go.id,https://rajaampatkab.bps.go.id
9109,Kabupaten Tambrauw,BPS Kabupaten Tambrauw,"Jln. Basuki Rahmat Km. 13.5, Sorong, Papua Barat 98315",Telp (62-951) 335485 Faks (62-951) 335901,bps9107@bps.go.id,https://tambrauwkab.bps.go.id
9110,Kabupaten Maybrat,BPS Kabupaten Maybrat,"Kompleks PEMDA Kabupaten Sorong Selatan, Jalan Teminabuan-Ayamaru, Teminabuan - Sorong Selatan",,bps9106@bps.go.id,https://maybratkab.bps.go.id
,Kabupaten Manokwari Selatan,,,,,https://manokwariselatankab.bps.go.id
,Kabupaten Pegunungan Arfak,,,,,https://pegununganarfakkab.bps.go.id
9171,Kota Sorong,BPS Kota Sorong,"Jl. Merpati No. 7, Kelurahan Remu Utara, Kota Sorong, Papua Barat",Telp (0951) 333628,bps9171@bps.go.id,https://sorongkota.bps.go.id
9401,Kabupaten Merauke,BPS Kabupaten Merauke,JL. R. E. MARTADINATA NO. 2 MERAUKE 99611,Telp. (0971) 3330883,bps9401@bps.go.id,https://meraukekab.bps.go.id
9402,Kabupaten Jayawijaya,BPS Kabupaten Jayawijaya,"JL. DIPONEGORO NO. 25 WAMENA, KAB. JAYAWIJAYA 99551","Telp. (0969) 31253, 31555 Fax. (0969) 31555",bps9402@bps.go.id,https://jayawijayakab.bps.go.id
9403,Kabupaten Jayapura,BPS Kabupaten Jayapura,"JL. SENTANI - DEPAPRE, KOMPLEK KANTOR BUPATI GUNUNG MERAH, SENTANI 99352",Telp. (0967) 5191330,bps9403@bps.go.id,https://jayapurakab.bps.go.id
9404,Kabupaten Nabire,BPS Kabupaten Nabire,"JL. PEPERA NO. 18, NABIRE 99815","Telp. (0984) 21026, 24235",bps9404@bps.go.id,https://nabirekab.bps.go.id
9408,Kabupaten Kepulauan Yapen,BPS Kabupaten Kepulauan Yapen,"JL. SUMATRA NO. 10, SERUI 98211",Telp. (0983) 31624 Fax. (0983) 31224,bps9408@bps.go.id,https://kepulauanyapenkab.bps.go.id
9409,Kabupaten Biak Numfor,BPS Kabupaten Biak Numfor,"JL. MAJAPAHIT NO. 8, BIAK 98118",Telp. (0981) 21994 Fax. (0981) 21994,bps9409@bps.go.id,https://biaknumforkab.bps.go.id
9410,Kabupaten Paniai,BPS Kabupaten Paniai,"KOMPLEKS PERKANTORAN MADI, PANIAI TIMUR, PANIAI 98700",Telp. (0984) 22226,bps9410@bps.go.id,https://paniaikab.bps.go.id
9411,Kabupaten Puncak Jaya,BPS Kabupaten Puncak Jaya,"JL. PAPUA, DISTRIK PAGALEME, KAMPUNG KULOK ENGGAME, MULIA 98911",,bps9411@bps.go.id,https://puncakjayakab.bps.go.id
9412,Kabupaten Mimika,BPS Kabupaten Mimika,"JL. HASANUDDIN NO. 01, KEL. SEMPAN, DISTRIK MIMIKA BARU, MIMIKA 99910",,bps9412@bps.go.id,https://mimikakab.bps.go.id
9413,Kabupaten Boven Digoel,BPS Kabupaten Boven Digoel,"JL. TRANS PAPUA KM. 2 ARAH ASIKI, TANAH MERAH, BOVEN DIGOEL 99663",,bps9413@bps.go.id,https://bovendigoelkab.bps.go.id
9414,Kabupaten Mappi,BPS Kabupaten Mappi,"JL. POROS AGHAM KM. 5, KEPI 99871",,bps9414@bps.go.id,https://mappikab.bps.go.id
9415,Kabupaten Asmat,BPS Kabupaten Asmat,"JL. SAFAN NO. 1, BIS AGATS, AGATS, ASMAT 99777",,bps9415@bps.go.id,https://asmatkab.bps.go.id
9416,Kabupaten Yahukimo,BPS Kabupaten Yahukimo,"JL. YAHULI, SUMOHAI, DEKAI 99571",,bps9416@bps.go.id,https://yahukimokab.bps.go.id
9417,Kabupaten Pegunungan Bintang,BPS Kabupaten Pegunungan Bintang,"KAMPUNG DABOLDING, DISTRIK KOLOMDOL, PEGUNUNGAN BINTANG 99573",,bps9417@bps.go.id,https://pegununganbintangkab.bps.go.id
9418,Kabupaten Tolikara,BPS Kabupaten Tolikara,"JL. KOTA BARU KAMPUNG GURIKME, DISTRIK KARUBAGA, TOLIKARA 99411",,bps9418@bps.go.id,https://tolikarakab.bps.go.id
9419,Kabupaten Sarmi,BPS Kabupaten Sarmi,"JL. KOTA BARU PETAM, SARMI 99373",,bps9419@bps.go.id,https://sarmikab.bps.go.id
9420,Kabupaten Keerom,BPS Kabupaten Keerom,"JL. POROS ARSO II, DESA YUWANAIN, DISTRIK ARSO 99468",,bps9420@bps.go.id,https://keeromkab.bps.go.id
9426,Kabupaten Waropen,BPS Kabupaten Waropen,"JL. POROS SP V, RONGGAIWA, UREI FASEI, KAB. WAROPEN 98261",,bps9426@bps.go.id,https://waropenkab.bps.go.id
9427,Kabupaten Supiori,BPS Kabupaten Supiori,"JL. SORENDIWERI, KORIDO, SUPIORI TIMUR, 98161",,bps9427@bps.go.id,https://supiorikab.bps.go.id
,Kabupaten Mamberamo Raya,,,,,https://mamberamorayakab.bps.go.id
,Kabupaten Nduga,,,,,https://ndugakab.bps.go.id
,Kabupaten Lanny Jaya,,,,,https://lannyjayakab.bps.go.id
,Kabupaten Mamberamo Tengah,,,,,https://mamberamotengahkab.bps.go.id
,Kabupaten Yalimo,,,,,https://yalimokab.bps.go.id
9433,Kabupaten Puncak,BPS Kabupaten Puncak,"KAMPUNG KIMAK, DISTRIK ILAGA 98972",,bps9433@bps.go.id,https://puncakkab.bps.go.id
,Kabupaten Dogiyai,,,,,https://dogiyaikab.bps.go.id
,Kabupaten Intan Jaya,,,,,https://intanjayakab.bps.go.id
,Kabupaten Deiyai,,,,,https://deiyaikab.bps.go.id
9471,Kota Jayapura,BPS Kota Jayapura,JL. DEWI SARTIKA NO. 2 KOTA JAYAPURA 99351,Telp. (0967) 581336 Fax. (0967) 581336,bps9471@bps.go.id,https://jayapurakota.bps.go.id
